ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,gaji_min,gaji_max,jumlah_ms,rasio_formasi_ms,persen_kelulusan
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kepulauan Riau | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,2,9400000,10000000,7,1:4,28.57142857142857
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Utara | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,3,9400000,10000000,11,1:4,27.27272727272727
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Bengkulu | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,1,9400000,10000000,3,1:3,33.33333333333333
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Pembangunan Jalan | Subdirektorat Wilayah III,1,9400000,10000000,1,1:1,100.0
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Kalimantan Timur | Bidang Pembangunan Jalan dan Jembatan,5,9400000,10000000,76,1:15,6.578947368421052
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Jambi | Seksi Keterpaduan Pembangunan Infrastruktur Jalan,2,9400000,10000000,22,1:11,9.090909090909092
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Sulawesi Barat | Seksi Preservasi,1,9400000,10000000,17,1:17,5.88235294117647
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Maluku Utara | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,2,9400000,10000000,4,1:2,50.0
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Kepatuhan Intern | Subdirektorat Pembinaan dan Pengembangan Kepatuhan Intern dan Manajemen Risiko,1,9400000,10000000,12,1:12,8.333333333333332
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Pembangunan Jalan | Subdirektorat Wilayah I,2,9400000,10000000,2,1:1,100.0
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Jayapura | Seksi Keterpaduan dan Pembangunan Infrastruktur Jalan,1,9400000,10000000,6,1:6,16.66666666666666
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Sulawesi Tengah | Seksi Persevasi,1,9400000,10000000,7,1:7,14.28571428571428
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Jambi | Seksi Preservasi,2,9400000,10000000,10,1:5,20.0
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Sumatera Selatan | Bidang Preservasi II,2,9400000,10000000,6,1:3,33.33333333333333
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Sulawesi Tengah | Seksi Pembangunan Jalan dan Jembatan,1,9400000,10000000,4,1:4,25.0
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Nusa Tenggara Barat | Seksi Preservasi,1,9400000,10000000,14,1:14,7.142857142857142
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Sistem dan Strategi Penyelenggaraan Jalan dan Jembatan | Subdirektorat Jalan Daerah,2,9400000,10000000,12,1:6,16.66666666666666
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Selatan | Seksi Keterpaduan Pembangunan Infrastruktur Jalan,2,9400000,10000000,2,1:1,100.0
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Selatan | Seksi Preservasi,2,9400000,10000000,6,1:3,33.33333333333333
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Sulawesi Tengah | Seksi Keterpaduan Pembangunan Infrastruktur Jalan,1,9400000,10000000,1,1:1,100.0
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Sistem dan Strategi Penyelenggaraan Jalan dan Jembatan | Subdirektorat Keterpaduan Sistem Jaringan Jalan dan Jembatan,1,9400000,10000000,4,1:4,25.0
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Preservasi Jalan dan Jembatan Wilayah I | Subdirektorat Wilayah I.C,1,9400000,10000000,3,1:3,33.33333333333333
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Jayapura | Seksi Preservasi,1,9400000,10000000,3,1:3,33.33333333333333
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kalimantan Utara | Seksi Preservasi,4,9400000,10000000,24,1:6,16.66666666666666
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Aceh | Seksi Keterpaduan Pembangunan Infrastruktur Jalan,3,9400000,10000000,26,1:9,11.53846153846154
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Kepulauan Riau | Seksi Pembangunan Jalan dan Jembatan,2,9400000,10000000,11,1:6,18.18181818181818
"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",CPNS,UMUM,PRANATA LABORATORIUM PENDIDIKAN AHLI PERTAMA,"KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Nusa Cendana | Fakultas Keguruan dan Ilmu Pendidikan",2,3398120,8600528,80,1:40,2.5
"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",CPNS,UMUM,PRANATA LABORATORIUM PENDIDIKAN AHLI PERTAMA,"KEMENTERIAN PENDIDIKAN, KEBUDAYAAN, RISET, DAN TEKNOLOGI | PERGURUAN TINGGI NEGERI | Universitas Negeri Makassar | Fakultas Teknik",3,3398120,8600528,329,1:110,0.911854103343465
Kementerian Perhubungan,CPNS,PUTRA/PUTRI KALIMANTAN,PENILIK KENAVIGASIAN,KEMENTERIAN PERHUBUNGAN | DIREKTORAT JENDERAL PERHUBUNGAN LAUT | DIREKTORAT KENAVIGASIAN | SUBDIREKTORAT PERAMBUAN DAN PERBENGKELAN,1,2785700,6701650,2,1:2,50.0
Kementerian Perhubungan,CPNS,UMUM,PENILIK KENAVIGASIAN,KEMENTERIAN PERHUBUNGAN | DIREKTORAT JENDERAL PERHUBUNGAN LAUT | DIREKTORAT KENAVIGASIAN | SUBDIREKTORAT PERAMBUAN DAN PERBENGKELAN,4,2785700,6701650,66,1:16,6.060606060606061
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM IV/DIP | PALDAM IV/DIP,8,2000000,5000000,45,1:6,17.77777777777778
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM IX/UDY | PALDAM IX/UDY,8,2000000,5000000,12,1:2,66.66666666666666
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM II/SWJ | PALDAM II/Swj,8,2000000,5000000,42,1:5,19.04761904761905
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM IM | PALDAM IM,8,2000000,5000000,4,1:0,200.0
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XIII/MDK | PALDAM XIII/MDK,8,2000000,5000000,5,1:1,160.0
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XII/TPR | PALDAM XII/TPR,8,2000000,5000000,5,1:1,160.0
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | PUSPALAD,2,2000000,5000000,1,1:0,200.0
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XIV/HSN | PALDAM XIV/HSN,8,2000000,5000000,7,1:1,114.2857142857143
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM V/BRW | PALDAM V/BRW,8,2000000,5000000,37,1:5,21.62162162162162
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM VI/MLW | PALDAM VI/MLW,8,2000000,5000000,9,1:1,88.88888888888889
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM JAYA | PALDAM JAYA,8,2000000,5000000,15,1:2,53.33333333333334
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | DITTOPAD,2,2000000,5000000,0,,0.0
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XVI/PTM | PALDAM XVI/PTM,8,2000000,5000000,4,1:0,200.0
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM I/BB | PALDAM I/BB,8,2000000,5000000,15,1:2,53.33333333333334
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XVII/CEN | PALDAM XVII/CEN,8,2000000,5000000,6,1:1,133.3333333333333
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM XVIII/KSR | PALDAM XVIII/KSR,8,2000000,5000000,1,1:0,800.0
Kementerian Pertahanan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pertahanan Keamanan (Hankam) | TNI AD | KODAM III/SLW | PALDAM III/SLW,8,2000000,5000000,17,1:2,47.05882352941176
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Banyuwangi | Subbagian Umum,1,6000000,7500000,11,1:11,9.090909090909092
Kementerian Ketenagakerjaan,CPNS,PUTRA/PUTRI KALIMANTAN,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Sekretariat Jenderal | Biro Umum | Bagian Rumah Tangga dan Perlengkapan,1,6000000,7500000,11,1:11,9.090909090909092
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Besar Pelatihan Vokasi dan Produktivitas Serang | Bagian Umum,1,6000000,7500000,8,1:8,12.5
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Banda Aceh | Subbagian Umum,1,6000000,7500000,3,1:3,33.33333333333333
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja | Balai Keselamatan dan Kesehatan Kerja Makassar | Subbagian Umum,1,6000000,7500000,29,1:29,3.448275862068965
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja | Balai Keselamatan dan Kesehatan Kerja Medan | Subbagian Umum,2,6000000,7500000,22,1:11,9.090909090909092
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Bandung Barat | Subbagian Umum,1,6000000,7500000,3,1:3,33.33333333333333
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas | Balai Pelatihan Vokasi dan Produktivitas Lombok Timur | Subbagian Umum,1,6000000,7500000,2,1:2,50.0
Kementerian Ketenagakerjaan,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Ketenagakerjaan | Direktorat Jenderal Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja | Balai Keselamatan dan Kesehatan Kerja Samarinda | Subbagian Umum,2,6000000,7500000,7,1:4,28.57142857142857
Kementerian Pekerjaan Umum dan Perumahan Rakyat,CPNS,PUTRA/PUTRI PAPUA DAN PAPUA BARAT,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Papua Barat,1,9400000,10000000,3,1:3,33.33333333333333
Kementerian Pertanian,CPNS,UMUM,PENGAWAS ALAT DAN MESIN PERTANIAN AHLI PERTAMA,KEMENTERIAN PERTANIAN | DIREKTORAT JENDERAL TANAMAN PANGAN | DIREKTORAT PENGOLAHAN DAN PEMASARAN HASIL TANAMAN PANGAN,2,2785700,7380850,42,1:21,4.761904761904762
Kementerian Sekretariat Negara,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Kementerian Sekretariat Negara | Sekretariat Wakil Presiden | Deputi Bidang Administrasi | Biro Umum | Bagian Kendaraan dan Keamanan Dalam | Subbagian Administrasi Kendaraan,1,3043120,9392120,31,1:31,3.225806451612903
Lembaga Perlindungan Saksi dan Korban,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN | SEKRETARIAT JENDERAL LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN | PERWAKILAN LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN JAWA TENGAH,1,3200000,6100000,5,1:5,20.0
Lembaga Perlindungan Saksi dan Korban,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN | SEKRETARIAT JENDERAL LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN | PERWAKILAN LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN NUSA TENGGARA TIMUR,1,3200000,6100000,0,,0.0
Lembaga Perlindungan Saksi dan Korban,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN | SEKRETARIAT JENDERAL LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN | BIRO UMUM DAN KEPEGAWAIAN | BAGIAN KERUMAHTANGGAAN DAN LAYANAN PENGADAAN,10,3200000,6100000,175,1:18,5.714285714285714
Lembaga Perlindungan Saksi dan Korban,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN | SEKRETARIAT JENDERAL LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN | PERWAKILAN LEMBAGA PERLINDUNGAN SAKSI DAN KORBAN JAWA TIMUR,1,3200000,6100000,3,1:3,33.33333333333333
Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA KELAUTAN DAN PERIKANAN,ACEH | DINAS KELAUTAN DAN PERIKANAN ACEH | UPTD PELABUHAN PERIKANAN PANTAI LABUHAN HAJI | SUB BAGIAN TATA USAHA,3,3000000,3200000,46,1:15,6.521739130434782
Pemerintah Kab. Aceh Barat Daya,CPNS,UMUM,PENGAWAS TRANSPORTASI DARAT,Pemerintah Kabupaten Aceh Barat Daya | Dinas Perhubungan | Bidang Lalu Lintas dan Angkutan Jalan,1,2750000,3200000,19,1:19,5.263157894736842
Pemerintah Kab. Aceh Singkil,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KAB. ACEH SINGKIL | DINAS SYARI'AT ISLAM DAN PENDIDIKAN DAYAH | BIDANG DAKWAH DAN PERIBADATAN | SEKSI PENATAAN SARANA PERIBADATAN,1,2785700,4575200,30,1:30,3.333333333333333
Pemerintah Kab. Agam,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KABUPATEN AGAM                                              | DINAS PEKERJAAN UMUM DAN TATA RUANG | BIDANG CIPTA KARYA,1,3043120,3650378,32,1:32,3.125
Pemerintah Kab. Alor,CPNS,UMUM,PENGAWAS JARINGAN UTILITAS,Pemerintah Kabupaten Alor | Dinas Pekerjaan Umum Dan Penataan Ruang | Bidang Bina Marga,1,2785700,3500000,18,1:18,5.555555555555555
Pemerintah Kab. Bantul,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,"Pemerintah Kabupaten Bantul | Dinas Pekerjaan Umum, Perumahan dan Kawasan Permukiman | Bidang Perumahan dan Permukiman",2,2500000,5000000,79,1:40,2.531645569620253
Pemerintah Kab. Bantul,CPNS,UMUM,PENATA KELOLA BANGUNAN GEDUNG DAN KAWASAN PERMUKIMAN AHLI PERTAMA,"Pemerintah Kabupaten Bantul | Dinas Pekerjaan Umum, Perumahan dan Kawasan Permukiman | Bidang Cipta Karya",2,2500000,5000000,68,1:34,2.941176470588235
Pemerintah Kab. Bantul,CPNS,UMUM,PENATA KELOLA JALAN DAN JEMBATAN AHLI PERTAMA,"Pemerintah Kabupaten Bantul | Dinas Pekerjaan Umum, Perumahan dan Kawasan Permukiman | Bidang Bina Marga",2,2500000,5000000,48,1:24,4.166666666666666
Pemerintah Kab. Banyumas,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,Pemerintah Kabupaten Banyumas | DINAS PERTANIAN DAN KETAHANAN PANGAN | BIDANG SARANA DAN PRASARANA PERTANIAN,1,3200000,5200000,51,1:51,1.96078431372549
Pemerintah Kab. Barito Selatan,CPNS,UMUM,PEMBINA JASA KONSTRUKSI AHLI PERTAMA,KABUPATEN BARITO SELATAN | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | UPT WORKSHOP DAN PERALATAN KONSTRUKSI,1,3000000,5000000,20,1:20,5.0
Pemerintah Kab. Barito Timur,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KAB. BARITO TIMUR | RSUD TAMIANG LAYANG | Bidang Penunjang Medik dan Non Medik RSUD Tamiang Layang | Seksi Penunjang Non Medik,3,2800000,3100000,13,1:4,23.07692307692308
Pemerintah Kab. Barito Timur,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KAB. BARITO TIMUR | SATUAN POLISI PAMONG PRAJA | SEKRETARIAT SATUAN POLISI PAMONG PRAJA | SUB BAGIAN UMUM DAN KEPEGAWAIAN,4,2800000,3100000,7,1:2,57.14285714285714
Pemerintah Kab. Barito Utara,CPNS,UMUM,PENATA KELOLA KELAUTAN DAN PERIKANAN,"PEMERINTAH KABUPATEN BARITO UTARA | DINAS KETAHANAN PANGAN DAN PERIKANAN | BIDANG PENANGKAPAN, KELEMBAGAAN, MUTU DAN PEMASARAN HASIL PERIKANAN",12,2500000,5000000,108,1:9,11.11111111111111
Pemerintah Kab. Barito Utara,CPNS,UMUM,PENGAWAS JARINGAN UTILITAS,PEMERINTAH KABUPATEN BARITO UTARA | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG TATA KOTA,3,2500000,5000000,10,1:3,30.0
Pemerintah Kab. Barito Utara,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KABUPATEN BARITO UTARA | DINAS PERTANIAN | BALAI BENIH TANAMAN PANGAN DAN HORTIKULTURA | SUBBAGIAN TATA USAHA BALAI BENIH TANAMAN PANGAN DAN HORTIKULTURA,5,2500000,5000000,1,1:0,500.0
Pemerintah Kab. Barito Utara,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KABUPATEN BARITO UTARA | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG TATA KOTA,6,2500000,5000000,15,1:2,40.0
Pemerintah Kab. Barito Utara,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KABUPATEN BARITO UTARA | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG CIPTA KARYA,3,2500000,5000000,9,1:3,33.33333333333333
Pemerintah Kab. Barito Utara,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KABUPATEN BARITO UTARA | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG BINA MARGA,7,2500000,5000000,36,1:5,19.44444444444445
Pemerintah Kab. Barito Utara,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KABUPATEN BARITO UTARA | BADAN PENANGGULANGAN BENCANA DAERAH | SEKRETARIAT PELAKSANA | SUBBAGIAN KEUANGAN DAN ASET,30,2500000,5000000,83,1:3,36.14457831325301
Pemerintah Kab. Barito Utara,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KABUPATEN BARITO UTARA | DINAS PERTANIAN | BALAI PEMBIBITAN TERNAK | SUBBAGIAN TATA USAHA BALAI PEMBIBITAN TERNAK,7,2500000,5000000,4,1:1,175.0
Pemerintah Kab. Berau,CPNS,UMUM,TEKNISI SARANA DAN PRASARANA,PEMERINTAH KABUPATEN BERAU | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | UPT LABORATORIUM BAHAN KONSTRUKSI,1,2785700,4575200,22,1:22,4.545454545454546
